iter	RMSE
213	22.98150169
214	22.95706138
215	22.92529872
216	22.90443335
217	22.88550283
218	22.87176262
219	22.8627552
220	22.83861705
221	22.82401812
222	22.80819819
223	22.79366107
224	22.76375246
225	22.75057056
226	22.73961276
227	22.72574788
228	22.69081031
229	22.67680762
230	22.66497696
231	22.63103025
232	22.60760328
233	22.5967293
234	22.58083894
235	22.56627959
236	22.55480483
237	22.52074536
238	22.49898566
239	22.47367869
240	22.4597583
241	22.43953514
242	22.41107347
243	22.39390516
244	22.37865078
245	22.35947026
246	22.33912567
247	22.31161439
248	22.28666052
249	22.27000508
250	22.24436755
251	22.2274666
252	22.20551649
253	22.18521408
254	22.17410632
255	22.15980742
256	22.14857606
257	22.12935523
258	22.10415501
259	22.08438562
260	22.07102379
261	22.05873626
262	22.04896228
263	22.01729783
264	22.00237873
265	21.98657298
266	21.96105636
267	21.93736976
268	21.92652183
269	21.90067141
270	21.88795663
271	21.86723735
272	21.84627962
273	21.82232347
274	21.79948569
275	21.78200499
276	21.76376562
277	21.74430694
278	21.7309927
279	21.71772577
280	21.69615351
281	21.67624174
282	21.66015717
283	21.63836643
284	21.60814478
285	21.59661227
286	21.57458839
287	21.55248806
288	21.53637862
289	21.50971205
290	21.48826604
291	21.47738769
292	21.45298289
293	21.43268063
294	21.41875344
295	21.41208348
296	21.39626083
297	21.37298852
298	21.34531581
299	21.33167098
300	21.31600473
301	21.29855524
302	21.27952594
303	21.25831745
304	21.24119472
305	21.22801207
306	21.20686625
307	21.19795067
308	21.17854556
309	21.15942976
310	21.137956
311	21.12629238
312	21.1070692
313	21.0832995
314	21.06404777
315	21.04685574
316	21.0341747
317	21.0104991
318	20.98847947
319	20.97684672
320	20.96030626
321	20.9405559
322	20.91377537
323	20.90247024
324	20.89159924
325	20.87761704
326	20.85762565
327	20.83171009
328	20.81069685
329	20.79290907
330	20.77923394
331	20.75306259
332	20.73049244
333	20.72282011
334	20.70691341
335	20.69444966
336	20.67137679
337	20.65585821
338	20.63330656
339	20.60662819
340	20.58724286
341	20.57231081
342	20.56018262
343	20.55200463
344	20.53342802
345	20.51311322
346	20.49444215
347	20.48274297
348	20.47196308
349	20.45361114
350	20.43878485
351	20.41959158
352	20.40420209
353	20.38127954
354	20.36205312
355	20.34389864
356	20.33067625
357	20.31069032
358	20.29358458
359	20.2858588
360	20.26901544
361	20.24990674
362	20.22967701
363	20.21467204
364	20.19502516
365	20.1775634
366	20.16130233
367	20.15038858
368	20.13698987
369	20.12696369
370	20.11134261
371	20.09383987
372	20.08530102
373	20.06770128
374	20.04763788
375	20.03487157
376	20.02499007
377	20.00642832
378	19.98858842
379	19.97551914
380	19.95726969
381	19.93931333
382	19.92614304
383	19.90222334
384	19.89474762
385	19.88721036
386	19.87073494
387	19.85849219
388	19.84699432
389	19.83542296
390	19.82538435
391	19.80473296
392	19.78990766
393	19.77314821
394	19.75934907
395	19.74205889
396	19.73041499
397	19.70124137
398	19.68313193
399	19.67085175
400	19.65176793
401	19.6361805
402	19.61130185
403	19.59939378
404	19.58146785
405	19.5657594
406	19.55381884
407	19.53638466
408	19.52560136
409	19.51162403
410	19.49431976
411	19.48324938
412	19.46646621
413	19.45118477
414	19.4316049
415	19.41861692
416	19.40976262
417	19.39879369
418	19.38100196
419	19.36307364
420	19.3466824
421	19.32800639
422	19.31095717
423	19.2943519
424	19.27411206
425	19.25866907
426	19.24644559
427	19.22464812
428	19.21192697
429	19.19720658
430	19.18660116
431	19.16883318
432	19.1512384
433	19.12578247
434	19.11120127
435	19.08601634
436	19.06993489
437	19.05272782
438	19.03992831
439	19.01709995
440	19.00104573
441	18.98455748
442	18.97380571
443	18.96128272
444	18.94098897
445	18.92450089
446	18.91552024
447	18.89255039
448	18.88217167
449	18.86050244
450	18.84517342
451	18.8274197
452	18.82152774
453	18.81110877
454	18.79389705
455	18.76602875
456	18.7550931
457	18.73974579
458	18.72576501
459	18.71258925
460	18.69993755
461	18.68249773
462	18.66773544
463	18.65166023
464	18.64137455
465	18.62946878
466	18.61307178
467	18.59162584
468	18.58087199
469	18.57047409
470	18.55914121
471	18.54922974
472	18.54095312
473	18.52334095
474	18.51186868
475	18.49878435
476	18.48634556
477	18.47482448
478	18.46138045
479	18.43571981
480	18.42136356
481	18.4134523
482	18.40297871
483	18.3925181
484	18.37458902
485	18.34939262
486	18.33235446
487	18.31629718
488	18.30827067
489	18.29829828
490	18.27878016
491	18.26670465
492	18.25261205
493	18.2334857
494	18.21923823
495	18.1978431
496	18.1790264
497	18.16631127
498	18.15448109
499	18.14244476
500	18.12733171
501	18.10703635
502	18.0945561
503	18.08033804
504	18.0678935
505	18.05539621
506	18.04059747
507	18.02920259
508	18.01989829
509	18.00081938
510	17.98391653
511	17.9685758
512	17.95130358
513	17.94622426
514	17.91964504
515	17.90047771
516	17.88942881
517	17.87357577
518	17.86015094
519	17.85128171
520	17.83292493
521	17.81837502
522	17.80400091
523	17.79571571
524	17.77995646
525	17.7625193
526	17.75418294
527	17.73661672
528	17.71152375
529	17.69720784
530	17.6846011
531	17.66942486
532	17.65440948
533	17.63543759
534	17.63072616
535	17.61807814
536	17.6091326
537	17.5849533
538	17.57601121
539	17.56995371
540	17.54828848
541	17.53170323
542	17.51280322
543	17.50659735
544	17.4929973
545	17.4823919
546	17.46904822
547	17.45568787
548	17.44478645
549	17.42819348
550	17.40857411
551	17.39320228
552	17.38105913
553	17.36974023
554	17.35900474
555	17.34096888
556	17.33549156
557	17.32129064
558	17.31564339
559	17.29862919
560	17.28476071
561	17.27702909
562	17.25767864
563	17.23906939
564	17.22821547
565	17.21521517
566	17.20412144
567	17.19052555
568	17.17984255
569	17.1667659
570	17.15524859
571	17.1367412
572	17.11884142
573	17.11325561
574	17.09823261
575	17.09256319
576	17.08475549
577	17.07064758
578	17.05252962
579	17.03928215
580	17.02311715
581	17.01642184
582	17.00376808
583	16.99155489
584	16.97801002
585	16.96232992
586	16.94755128
587	16.93424776
588	16.92608334
589	16.91317447
590	16.90744898
591	16.89734358
592	16.88958511
593	16.87323676
594	16.86668903
595	16.85858981
596	16.84207972
597	16.8286111
598	16.80470346
599	16.79525639
600	16.7848551
601	16.77516061
602	16.76227826
603	16.75544584
604	16.74173062
605	16.725095
606	16.71165694
607	16.70036545
608	16.68018849
609	16.66887775
610	16.65918055
611	16.64612141
612	16.63726952
613	16.61702853
614	16.59965682
615	16.59102471
616	16.57878166
617	16.56773105
618	16.55084017
619	16.54059393
620	16.53108956
621	16.51874797
622	16.51369164
623	16.50585358
624	16.49367695
625	16.48249926
626	16.46617834
627	16.45680799
628	16.44095337
629	16.42956305
630	16.41657992
631	16.4077618
632	16.39909285
633	16.39266466
634	16.38310488
635	16.37503643
636	16.36027072
637	16.35273313
638	16.34317346
639	16.33820084
640	16.3216002
641	16.30461574
642	16.28831479
643	16.27430566
644	16.26389424
645	16.25444049
646	16.23854385
647	16.22745041
648	16.21164047
649	16.20110386
650	16.192491
651	16.18485152
652	16.17430726
653	16.15453848
654	16.13853478
655	16.12862801
656	16.12071196
657	16.11162008
658	16.1040201
659	16.08890908
660	16.08188074
661	16.07042103
662	16.06216155
663	16.05352124
664	16.04320228
665	16.03221454
666	16.01629782
667	16.00761595
668	15.99469818
669	15.98212645
670	15.9740869
671	15.96715314
672	15.95034943
673	15.93493031
674	15.92644359
675	15.91742908
676	15.89117158
677	15.88312839
678	15.87525393
679	15.86400977
680	15.85337582
681	15.84449396
682	15.83356463
683	15.8235908
684	15.80823949
685	15.79317806
686	15.78107019
687	15.76596857
688	15.75130318
689	15.74705461
690	15.74004379
691	15.73400225
692	15.72078443
693	15.70714131
694	15.69112048
695	15.68197043
696	15.66858674
697	15.65765657
698	15.65007681
699	15.63396884
700	15.62730245
701	15.61978854
702	15.61489486
703	15.60875669
704	15.59197602
705	15.5867561
706	15.5761647
707	15.56332824
708	15.555928
709	15.54618983
710	15.53366136
711	15.52489815
712	15.5121928
713	15.50092321
714	15.49588527
715	15.4878434
716	15.47652142
717	15.47297137
718	15.47075786
719	15.46172258
720	15.45385132
721	15.43843848
722	15.42802218
723	15.42239454
724	15.41224508
725	15.40046818
726	15.39270929
727	15.37901196
728	15.3712274
729	15.36142886
730	15.34939992
731	15.3373416
732	15.33047232
733	15.32147797
734	15.31672029
735	15.30456502
736	15.28624625
737	15.28110748
738	15.27354842
739	15.26140795
740	15.2484007
741	15.22787859
742	15.22064367
743	15.21123393
744	15.2036708
745	15.19677123
746	15.18972213
747	15.17334187
748	15.15456993
749	15.14675797
750	15.13674463
751	15.12975659
752	15.11905501
753	15.11202076
754	15.10300119
755	15.09373568
756	15.07411436
757	15.06587265
758	15.05676533
759	15.04478949
760	15.03625065
761	15.03279698
762	15.02440895
763	15.01523697
764	15.00615156
765	14.99009008
766	14.98018247
767	14.97556681
768	14.96433414
769	14.96053581
770	14.9548286
771	14.94781132
772	14.94001546
773	14.92565007
774	14.9171163
775	14.90482256
776	14.89433451
777	14.88626845
778	14.87235425
779	14.86136292
780	14.85399205
781	14.84101664
782	14.83198961
783	14.81892235
784	14.80764957
785	14.79901589
786	14.79274803
787	14.7857122
788	14.77658257
789	14.76630008
790	14.75761786
791	14.74472107
792	14.73147799
793	14.72146264
794	14.70527774
795	14.69480741
796	14.68774225
797	14.67310104
798	14.65584145
799	14.63816442
800	14.62939595
801	14.61955343
802	14.61385665
803	14.60692704
804	14.59990404
805	14.58460964
806	14.57338836
807	14.56337505
808	14.55309218
809	14.54277122
810	14.52741762
811	14.52358935
812	14.51816709
813	14.50388493
814	14.49028583
815	14.48247558
816	14.47059711
817	14.45788514
818	14.44709464
819	14.44042717
820	14.42919027
821	14.42341208
822	14.41427497
823	14.40749102
824	14.39977865
825	14.3861771
826	14.38196479
827	14.37301219
828	14.36310671
829	14.35059177
830	14.3420714
831	14.32849724
832	14.32333192
833	14.31753231
834	14.30003056
835	14.28405621
836	14.27234889
837	14.26756402
838	14.2604308
839	14.24950128
840	14.23703312
841	14.22629596
842	14.2202803
843	14.20107682
844	14.19253547
845	14.18680749
846	14.1778771
847	14.16759641
848	14.16081798
849	14.14971833
850	14.13309234
851	14.12845477
852	14.12092068
853	14.11353401
854	14.10907393
855	14.10008776
856	14.08506001
857	14.0766031
858	14.06505026
859	14.05647278
860	14.04908876
861	14.04444019
862	14.03719106
863	14.03082321
864	14.01970711
865	14.01464868
866	14.0097253
867	14.00274143
868	13.99458428
869	13.98016508
870	13.96711486
871	13.95839451
872	13.94453408
873	13.93951938
874	13.93278382
875	13.92269518
876	13.91397065
877	13.90121851
878	13.89677761
879	13.88879258
880	13.87816821
881	13.86924697
882	13.86123496
883	13.85423932
884	13.83882634
885	13.83507207
886	13.82728742
887	13.8188738
888	13.81299694
889	13.80316329
890	13.79472818
891	13.78406541
892	13.77140381
893	13.76247358
894	13.75672152
895	13.75103968
896	13.73876595
897	13.72937806
898	13.71912317
899	13.71265344
900	13.70462204
901	13.69585979
902	13.68415537
903	13.67616476
904	13.66858596
905	13.65367188
906	13.64731123
907	13.64271823
908	13.63143278
909	13.62529236
910	13.61912521
911	13.61552577
912	13.6084067
913	13.59623202
914	13.58524821
915	13.57090948
916	13.56227597
917	13.55507174
918	13.54894942
919	13.5385198
920	13.53027596
921	13.52450782
922	13.51297068
923	13.50719054
924	13.49895856
925	13.49125511
926	13.48273453
927	13.47817053
928	13.47595811
929	13.47223162
930	13.46481976
931	13.45717529
932	13.44780042
933	13.43683036
934	13.42536282
935	13.4166916
936	13.40297162
937	13.39544535
938	13.38561933
939	13.37792423
940	13.37276626
941	13.36622519
942	13.35922787
943	13.355335
944	13.35062892
945	13.34303303
946	13.3333201
947	13.32333989
948	13.3147158
949	13.30700512
950	13.29772654
951	13.28902748
952	13.28087019
953	13.27237982
954	13.25545563
955	13.25033483
956	13.24124937
957	13.23156858
958	13.2243762
959	13.21526957
960	13.20982312
961	13.2050571
962	13.200479
963	13.18886978
964	13.17990834
965	13.17093684
966	13.16162728
967	13.15757138
968	13.14900604
969	13.13961722
970	13.13657915
971	13.12883899
972	13.12061369
973	13.11351422
974	13.10953469
975	13.09748474
976	13.09373731
977	13.08687902
978	13.07841519
979	13.0713062
980	13.06145613
981	13.05446847
982	13.04337155
983	13.03699011
984	13.02877495
985	13.02554866
986	13.01891729
987	13.00906939
988	13.00373137
989	12.99758565
990	12.97796932
991	12.97002478
992	12.96133634
993	12.95414545
994	12.94757863
995	12.93936647
996	12.93148672
997	12.92753545
998	12.91892813
999	12.9103634
